,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,pathExists,mfcc
394,36,0.0,"norwich, new york, usa",./archive/recordings/recordings/english133.mp3,English,1,504,Usa,False,,,,True,"[-438.23132, -420.5572, -421.12454, -423.3592, -426.40628, -424.99368, -430.25543, -435.2956, -441.8708, -448.2702, -450.4581, -452.4994, -454.21432, -447.52872, -382.2274, -328.6912, -341.6589, -269.68756, -191.67004, -163.58667]"
395,22,0.0,"belfast, northern ireland, uk",./archive/recordings/recordings/english134.mp3,English,1,506,Uk,False,,,,True,"[-437.00787, -437.6082, -456.28394, -468.04047, -470.6791, -466.16168, -468.68085, -466.27927, -463.7639, -462.08334, -461.8649, -468.13272, -466.74768, -461.6166, -458.12857, -458.36453, -453.88632, -453.09912, -455.94974, -463.1268]"
396,22,0.0,"orange beach, alabama, usa",./archive/recordings/recordings/english135.mp3,English,0,507,Usa,False,,,,True,"[-496.97452, -476.31747, -484.2254, -489.511, -488.18387, -477.78192, -455.75906, -445.36316, -458.4114, -472.17166, -482.3995, -486.15836, -485.3102, -483.01892, -478.6751, -473.86563, -469.7909, -479.4158, -468.9505, -456.43704]"
397,25,0.0,"calgary, alberta, canada",./archive/recordings/recordings/english136.mp3,English,0,508,Canada,False,,,,True,"[-508.098, -516.17596, -526.2174, -531.45056, -538.5286, -542.3143, -541.11884, -539.8278, -541.01227, -537.5307, -535.85486, -540.0896, -540.40265, -541.37646, -540.16974, -541.30817, -543.1222, -543.1282, -544.0187, -540.44556]"
398,26,0.0,"charleston, west virginia, usa",./archive/recordings/recordings/english137.mp3,English,0,509,Usa,False,,,,True,"[-605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248, -605.4248]"
399,25,0.0,"palmer, alaska, usa",./archive/recordings/recordings/english138.mp3,English,1,510,Usa,False,,,,True,"[-615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355, -615.8355]"
400,20,0.0,"providence, rhode island, usa",./archive/recordings/recordings/english139.mp3,English,0,511,Usa,False,,,,True,"[-499.92905, -488.1185, -487.73596, -493.67584, -505.53085, -510.17935, -511.50146, -505.3791, -507.51163, -499.8919, -505.022, -510.0256, -512.60474, -507.59653, -504.6546, -505.4365, -505.19485, -505.82614, -510.02768, -512.95105]"
401,40,0.0,"belfast, northern ireland, uk",./archive/recordings/recordings/english14.mp3,English,0,71,Uk,False,,,,True,"[-576.9533, -591.2014, -603.6358, -603.62933, -603.6339, -603.1205, -602.72815, -602.86633, -603.6365, -603.638, -603.6352, -603.6362, -603.63904, -603.63666, -603.63416, -603.6351, -603.6379, -603.6377, -571.87164, -475.29788]"
402,43,0.0,"quezon city, philippines",./archive/recordings/recordings/english140.mp3,English,0,515,Philippines,False,,,,True,"[-544.42194, -531.8133, -534.2669, -532.32336, -528.18665, -533.08606, -536.4823, -525.3881, -519.53455, -517.19135, -516.8649, -514.6138, -516.3239, -505.70572, -501.75467, -507.15546, -506.93262, -381.58942, -286.23056, -289.00842]"
403,19,0.0,"york, uk",./archive/recordings/recordings/english141.mp3,English,0,516,Uk,False,,,,True,"[-430.20404, -425.35397, -432.03143, -437.78488, -438.57642, -434.77396, -436.50726, -439.45584, -437.7078, -435.86148, -439.45947, -436.27045, -433.58054, -438.471, -439.81705, -441.2491, -436.95108, -434.4447, -442.41345, -436.5163]"
404,19,0.0,"avon, new york, usa",./archive/recordings/recordings/english142.mp3,English,0,517,Usa,False,,,,True,"[-301.34933, -307.8591, -351.42606, -362.1157, -362.59842, -363.2293, -364.90067, -368.1716, -370.71786, -364.1265, -357.89514, -353.7063, -348.85287, -358.42892, -365.23972, -358.7068, -358.7049, -356.85272, -357.33694, -363.40268]"
405,42,0.0,"minneapolis, minnesota, usa",./archive/recordings/recordings/english143.mp3,English,0,518,Usa,False,,,,True,"[-413.74374, -388.62854, -377.0387, -374.65784, -372.7498, -369.39648, -371.33823, -375.47836, -378.43866, -381.13556, -384.8126, -386.07635, -391.00958, -391.69614, -386.1559, -384.6205, -388.32004, -386.77438, -393.15515, -387.71875]"
406,24,0.0,"barneys river, nova scotia, canada",./archive/recordings/recordings/english144.mp3,English,0,519,Canada,False,,,,True,"[-315.04663, -298.08115, -299.64713, -303.10452, -297.3945, -272.54813, -269.6766, -292.25107, -295.00778, -287.4897, -288.5921, -285.7754, -275.78802, -276.70148, -279.8341, -270.12827, -258.82648, -259.13434, -256.5181, -254.28699]"
407,18,0.0,"bury st. edmunds, uk",./archive/recordings/recordings/english145.mp3,English,0,521,Uk,False,,,,True,"[-290.07394, -336.4012, -387.45514, -400.38773, -410.6414, -406.31717, -404.25998, -406.59106, -403.09515, -399.01416, -402.96133, -394.502, -371.18906, -371.84442, -391.52853, -371.05774, -302.34012, -271.81918, -242.55165, -230.31198]"
408,22,0.0,"blytheville, arkansas, usa",./archive/recordings/recordings/english146.mp3,English,0,522,Usa,False,,,,True,"[-493.78027, -504.8434, -526.98627, -534.9796, -548.4199, -545.62384, -546.72455, -547.06213, -551.5357, -552.91797, -544.2847, -507.70132, -455.04733, -469.8598, -529.76434, -539.7073, -536.92444, -532.6141, -524.205, -512.7674]"
409,40,0.0,"merced, california, usa",./archive/recordings/recordings/english147.mp3,English,1,523,Usa,False,,,,True,"[-423.92236, -429.0864, -460.64398, -455.54932, -459.002, -431.5321, -415.55634, -449.10205, -474.11646, -478.34772, -482.33347, -480.89902, -478.12665, -479.48544, -478.44275, -468.1708, -458.476, -412.59137, -334.99753, -338.8382]"
410,31,0.0,"sydney, australia",./archive/recordings/recordings/english148.mp3,English,0,525,Australia,False,,,,True,"[-587.8677, -556.9023, -539.15894, -526.41675, -515.884, -508.92258, -506.61362, -502.65146, -501.09796, -503.4641, -508.82913, -513.41724, -517.2138, -514.1534, -511.25864, -513.13464, -522.06635, -526.1719, -534.633, -543.82166]"
411,18,0.0,"lawrenceville, georgia, usa",./archive/recordings/recordings/english149.mp3,English,0,526,Usa,False,,,,True,"[-424.2033, -441.02548, -396.51736, -419.5887, -449.2115, -438.68387, -446.79062, -464.15872, -467.2088, -463.76416, -452.8069, -422.7157, -410.50388, -419.30582, -426.5932, -429.63608, -447.79483, -304.79346, -204.03638, -178.60872]"
412,7,0.0,"norton, virginia, usa",./archive/recordings/recordings/english15.mp3,English,1,72,Usa,False,,,,True,"[-552.69977, -548.37, -547.5535, -547.0536, -546.8573, -546.4693, -544.91003, -533.04346, -525.9941, -532.22546, -540.7624, -545.1304, -545.3833, -546.66284, -548.35864, -549.1512, -550.0602, -550.3911, -550.3636, -544.98413]"
413,31,0.0,"brownsville, kentucky, usa",./archive/recordings/recordings/english150.mp3,English,0,527,Usa,False,,,,True,"[-500.64783, -476.99728, -473.84534, -473.7649, -477.79593, -475.77737, -472.24002, -468.9148, -468.83224, -473.65924, -466.6271, -473.1018, -477.30524, -469.24207, -468.6822, -470.40836, -469.56995, -468.49155, -476.05127, -479.84964]"
414,18,0.0,"baltimore, maryland, usa",./archive/recordings/recordings/english151.mp3,English,0,528,Usa,False,,,,True,"[-406.1935, -369.27908, -349.10266, -311.42218, -313.2205, -347.66385, -346.87613, -356.1508, -372.59174, -371.42276, -343.3864, -350.12125, -377.2886, -386.83524, -390.6333, -388.71912, -383.59348, -386.356, -391.89764, -394.0834]"
415,18,0.0,"adelaide, australia",./archive/recordings/recordings/english152.mp3,English,0,529,Australia,False,,,,True,"[-420.41562, -365.0455, -326.96387, -326.34332, -333.06284, -330.5747, -321.4875, -327.22095, -323.99075, -324.04965, -330.87238, -333.3115, -329.44467, -324.8203, -329.41504, -334.30505, -339.67987, -343.659, -341.195, -337.22348]"
416,35,0.0,"brisbane, australia",./archive/recordings/recordings/english153.mp3,English,0,533,Australia,False,,,,True,"[-456.6072, -444.6186, -447.0505, -450.28738, -458.10617, -461.6068, -462.49426, -460.6272, -456.98856, -455.9292, -456.90582, -458.49487, -455.8198, -456.73718, -453.45712, -446.7437, -447.04382, -442.5387, -433.76663, -435.7439]"
417,28,0.0,"glace bay, nova scotia, canada",./archive/recordings/recordings/english154.mp3,English,0,534,Canada,False,,,,True,"[-371.93558, -349.43616, -354.9079, -360.73706, -373.63394, -378.52335, -379.0199, -386.2966, -392.16187, -395.64703, -386.45337, -385.04782, -392.7416, -398.59485, -396.45392, -397.53564, -394.8412, -377.3384, -365.22104, -377.0714]"
418,35,0.0,"oakland, california, usa",./archive/recordings/recordings/english155.mp3,English,0,535,Usa,False,,,,True,"[-587.68365, -587.4669, -586.27014, -585.4024, -584.4435, -565.6815, -533.0071, -488.74448, -408.84094, -373.8744, -353.30487, -344.50497, -357.99963, -360.11038, -378.51367, -392.20007, -394.826, -401.0605, -392.5655, -374.2404]"
419,33,0.0,"dublin, ireland",./archive/recordings/recordings/english156.mp3,English,0,536,Ireland,False,,,,True,"[-413.17938, -434.17703, -460.37753, -453.97507, -461.03088, -463.59384, -463.77368, -459.25873, -461.60968, -461.49472, -460.17303, -461.3429, -462.07092, -455.16098, -449.67874, -461.025, -462.0824, -463.67612, -462.3911, -461.3929]"
420,35,0.0,"fort worth, texas, usa",./archive/recordings/recordings/english157.mp3,English,0,538,Usa,False,,,,True,"[-365.82162, -405.91956, -471.68546, -471.41864, -470.36826, -477.982, -474.41037, -469.7396, -475.3929, -460.32245, -461.2703, -466.5047, -470.08057, -470.7019, -469.91138, -464.64197, -457.18787, -448.10406, -452.7715, -453.8805]"
421,18,0.0,"washington, district of columbia, usa",./archive/recordings/recordings/english158.mp3,English,1,540,Usa,False,,,,True,"[-560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127, -560.61127]"
422,18,0.0,"ottawa, ontario, canada",./archive/recordings/recordings/english159.mp3,English,0,541,Canada,False,,,,True,"[-647.0175, -646.2806, -646.28357, -646.6744, -645.9807, -645.8616, -646.1093, -645.68427, -645.15515, -645.4349, -646.3755, -646.5934, -646.31934, -645.5812, -643.74097, -639.43396, -636.459, -634.17847, -636.34186, -637.4056]"
423,21,0.0,"wise, virginia, usa",./archive/recordings/recordings/english16.mp3,English,0,73,Usa,False,,,,True,"[-481.38727, -519.2334, -570.44214, -570.4422, -570.44244, -570.44226, -570.44464, -570.4444, -570.43976, -570.43835, -570.4428, -570.44196, -570.43884, -570.4445, -569.9257, -569.3961, -569.5075, -570.42004, -570.4427, -570.443]"
424,21,0.0,"redwood falls, minnesota, usa",./archive/recordings/recordings/english160.mp3,English,1,542,Usa,False,,,,True,"[-525.01764, -418.29578, -391.45102, -384.32736, -382.74142, -386.99612, -382.2512, -380.83005, -378.17404, -374.59714, -385.7189, -383.58807, -376.69388, -378.59732, -381.2897, -381.35257, -375.285, -380.41916, -382.95633, -374.26984]"
425,75,0.0,"wakefield, ohio, usa",./archive/recordings/recordings/english161.mp3,English,1,546,Usa,False,,,,True,"[-422.95865, -406.8123, -408.76105, -417.36963, -418.88177, -415.8036, -411.24585, -410.61462, -413.54333, -413.0869, -413.32376, -410.53107, -414.56485, -419.13077, -418.77612, -420.6127, -418.01016, -414.28476, -418.33463, -413.97604]"
426,41,0.0,"delaware, ohio, usa",./archive/recordings/recordings/english162.mp3,English,1,548,Usa,False,,,,True,"[-489.64035, -413.6671, -382.3989, -408.42282, -432.06873, -447.2167, -454.9824, -460.0358, -428.41504, -367.59225, -341.19443, -361.7504, -395.50125, -418.6837, -430.5051, -444.29413, -443.96518, -445.63623, -448.008, -447.5025]"
427,41,0.0,"fairview park, ohio, usa",./archive/recordings/recordings/english163.mp3,English,0,547,Usa,False,,,,True,"[-549.74805, -538.9406, -541.06757, -541.37164, -543.3195, -529.4694, -502.6265, -509.1177, -528.34247, -533.1312, -538.3398, -542.0325, -542.45105, -542.81287, -542.0953, -539.7913, -537.6715, -541.398, -543.7413, -546.4562]"
428,38,0.0,"leeds, uk",./archive/recordings/recordings/english164.mp3,English,0,549,Uk,False,,,,True,"[-551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369, -551.8369]"
429,43,0.0,"detroit, michigan, usa",./archive/recordings/recordings/english165.mp3,English,1,550,Usa,False,,,,True,"[-470.4166, -441.14624, -430.91858, -434.0584, -446.1147, -446.66904, -453.95175, -457.74796, -452.392, -455.20758, -461.6852, -466.7647, -474.996, -475.55957, -468.77225, -469.88928, -480.2581, -479.6744, -472.70743, -463.2309]"
430,18,0.0,"glenside, pennsylvania, usa",./archive/recordings/recordings/english166.mp3,English,0,551,Usa,False,,,,True,"[-530.71814, -528.67554, -527.7821, -524.87665, -521.0445, -519.9554, -524.4194, -523.8194, -524.1885, -521.9002, -520.62256, -522.7533, -523.9224, -522.4092, -525.1102, -528.0461, -527.63745, -520.31714, -517.88354, -520.8999]"
431,43,0.0,"lakeview, michigan, usa",./archive/recordings/recordings/english167.mp3,English,0,552,Usa,False,,,,True,"[-414.11258, -374.57443, -360.03085, -362.14017, -361.93365, -358.03955, -360.53577, -358.783, -354.0484, -354.6449, -359.09125, -361.18042, -357.6272, -359.8119, -358.7641, -357.99408, -358.16037, -357.0099, -359.6898, -356.4373]"
432,40,0.0,"oceanside, california, usa",./archive/recordings/recordings/english168.mp3,English,0,554,Usa,False,,,,True,"[-517.3788, -491.99164, -494.9655, -496.313, -496.50284, -499.13953, -492.72635, -494.67953, -498.20645, -496.79672, -496.1717, -501.3842, -496.537, -494.81705, -498.4383, -499.75748, -495.7895, -479.9779, -382.36127, -312.67862]"
433,18,0.0,"cleveland, mississippi, usa",./archive/recordings/recordings/english169.mp3,English,0,555,Usa,False,,,,True,"[-496.4546, -472.02762, -471.27972, -470.72513, -471.9343, -473.9548, -469.95773, -474.47464, -479.48694, -481.54587, -483.2254, -481.77588, -478.79303, -480.52002, -479.665, -480.8194, -478.85757, -483.6114, -486.82083, -480.405]"
434,79,0.0,"darwin va, virginia, usa",./archive/recordings/recordings/english17.mp3,English,0,74,Usa,False,,,,True,"[-470.88477, -505.80576, -549.4854, -549.4859, -549.48676, -549.4846, -549.4172, -549.49, -549.486, -549.4863, -549.4865, -549.4869, -549.4867, -549.4863, -549.48737, -549.48706, -549.4857, -549.4852, -549.4886, -549.4923]"
435,50,0.0,"belmont, mississippi, usa",./archive/recordings/recordings/english170.mp3,English,1,556,Usa,False,,,,True,"[-504.39142, -493.8756, -498.7347, -494.52625, -497.4259, -495.71228, -490.46262, -492.6812, -494.18192, -493.4024, -491.82825, -492.78177, -496.39474, -493.99667, -490.98795, -491.55457, -489.3825, -490.2391, -493.4108, -496.30405]"
436,21,0.0,"st. louis, missouri, usa",./archive/recordings/recordings/english171.mp3,English,0,563,Usa,False,,,,True,"[-641.21295, -637.7482, -637.25574, -636.23486, -636.7179, -638.34985, -637.13367, -635.45557, -636.3267, -638.21875, -638.15686, -638.5296, -632.86884, -616.33685, -607.6842, -614.67804, -625.1244, -634.53033, -640.6345, -617.43555]"
437,49,0.0,"kingston, jamaica",./archive/recordings/recordings/english172.mp3,English,0,564,Jamaica,False,,,,True,"[-607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514, -607.08514]"
438,19,0.0,"libertyville, illinois, usa",./archive/recordings/recordings/english173.mp3,English,0,567,Usa,False,,,,True,"[-507.94763, -478.1705, -476.42828, -479.36682, -484.9904, -481.53375, -474.08444, -478.72855, -482.611, -473.8138, -475.9996, -477.88583, -476.3205, -488.13794, -495.6208, -484.5904, -484.62234, -489.96228, -486.72614, -480.53232]"
439,30,0.0,"kuching, sarawak, malaysia",./archive/recordings/recordings/english174.mp3,English,1,568,Malaysia,False,,,,True,"[-478.35178, -496.9199, -512.6786, -512.68506, -512.68085, -509.65723, -478.03906, -467.00967, -481.50864, -489.56485, -488.32886, -487.18585, -489.7762, -492.7286, -492.22244, -491.6648, -491.45706, -491.50912, -490.00168, -490.69412]"
440,24,0.0,"seattle, washington, usa",./archive/recordings/recordings/english175.mp3,English,0,572,Usa,False,,,,True,"[-534.24603, -505.30676, -504.48953, -505.8119, -508.2481, -509.0891, -511.47897, -509.25497, -497.88962, -502.2864, -515.2303, -510.14185, -507.2187, -507.94513, -509.745, -513.2359, -509.76727, -505.13242, -504.32828, -509.1462]"
441,18,0.0,"elizabeth city, north carolina, usa",./archive/recordings/recordings/english176.mp3,English,1,573,Usa,False,,,,True,"[-501.7071, -532.30035, -520.5991, -425.5162, -382.2249, -383.36252, -379.45743, -377.69073, -376.5923, -377.32336, -367.42493, -354.08273, -346.66983, -350.26337, -361.24692, -363.2278, -368.60162, -366.74313, -365.06625, -371.1237]"
442,23,0.0,"new orleans, louisiana, usa",./archive/recordings/recordings/english177.mp3,English,1,574,Usa,False,,,,True,"[-451.04733, -425.89178, -426.40506, -426.5304, -422.94427, -415.09464, -417.70987, -432.15884, -429.11783, -418.50085, -427.8096, -427.17303, -437.1363, -449.10083, -448.0275, -433.13608, -343.12042, -309.3319, -313.7722, -302.92114]"
443,30,0.0,"wilkes-barre, pennsylvania, usa",./archive/recordings/recordings/english178.mp3,English,0,583,Usa,False,,,,True,"[-471.79163, -455.99866, -451.3043, -452.25113, -454.74692, -452.4217, -453.16333, -454.3431, -457.13037, -454.3724, -454.57712, -455.1854, -457.09546, -452.1252, -444.92838, -451.87192, -455.96118, -453.73123, -457.24927, -455.25272]"
444,57,0.0,"huron, south dakota, usa",./archive/recordings/recordings/english179.mp3,English,0,584,Usa,False,,,,True,"[-475.47336, -474.4315, -475.1228, -483.38828, -494.39227, -491.82397, -489.56558, -487.8083, -490.4796, -488.93243, -488.85602, -472.01804, -473.5665, -496.1307, -497.71164, -491.0159, -491.6103, -489.20895, -478.9924, -471.77332]"
445,39,0.0,"dickenson county, virginia, usa",./archive/recordings/recordings/english18.mp3,English,1,75,Usa,False,,,,True,"[-538.3775, -535.9797, -534.2013, -531.22424, -530.7908, -531.13904, -528.43726, -517.32605, -510.78778, -507.24426, -512.45105, -432.65408, -350.66483, -352.6384, -392.09958, -417.66605, -450.3109, -454.63065, -456.71915, -462.80493]"
446,20,0.0,"newport, rhode island, usa",./archive/recordings/recordings/english180.mp3,English,0,585,Usa,False,,,,True,"[-427.83966, -399.66876, -399.7109, -395.71317, -394.80917, -401.0351, -399.12793, -394.53415, -397.1026, -395.26025, -391.1197, -396.1699, -394.21936, -399.4001, -399.17432, -405.6546, -409.57373, -409.08484, -399.8498, -399.69934]"
447,68,0.0,"new eagle, pennsylvania, usa",./archive/recordings/recordings/english181.mp3,English,0,586,Usa,False,,,,True,"[-412.0789, -388.85745, -381.0438, -373.46622, -372.28717, -368.67746, -374.9078, -380.2824, -375.1525, -376.51114, -373.66165, -372.2944, -377.54193, -378.4381, -377.89368, -383.1494, -380.29306, -378.48633, -378.8062, -374.79178]"
448,50,0.0,"troy, new york, usa",./archive/recordings/recordings/english182.mp3,English,0,590,Usa,False,,,,True,"[-460.9569, -451.22726, -449.73358, -436.75656, -428.8239, -431.26038, -436.9714, -437.69418, -434.4934, -435.09918, -428.61987, -428.11362, -434.64667, -437.09476, -434.53217, -430.71408, -435.70474, -436.49722, -436.26392, -430.93756]"
449,55,0.0,"corriverton, guyana",./archive/recordings/recordings/english183.mp3,English,1,595,Guyana,False,,,,True,"[-511.78384, -482.89932, -479.71985, -476.21997, -464.06674, -469.7533, -476.2856, -476.96536, -483.83902, -480.7824, -475.8296, -474.27417, -480.5506, -487.48727, -484.80472, -479.51007, -485.90143, -484.44943, -488.067, -488.50397]"
450,18,0.0,"hillsboro, oregon, usa",./archive/recordings/recordings/english184.mp3,English,1,597,Usa,False,,,,True,"[-293.3599, -327.66257, -376.22836, -374.016, -373.10092, -372.35715, -374.19, -373.7397, -378.6194, -382.1616, -379.26404, -378.18536, -382.6541, -387.1291, -388.86588, -386.485, -387.17856, -390.68646, -386.92032, -383.7154]"
451,38,0.0,"oxford, uk",./archive/recordings/recordings/english185.mp3,English,0,604,Uk,False,,,,True,"[-549.4857, -547.7737, -547.5829, -546.56744, -547.8308, -548.4456, -547.237, -543.635, -543.86, -542.5036, -541.3976, -541.7293, -541.2012, -540.9744, -539.79425, -541.4161, -540.7728, -536.7909, -539.0308, -537.64325]"
452,39,0.0,"gadsden, alabama, usa",./archive/recordings/recordings/english186.mp3,English,1,605,Usa,False,,,,True,"[-477.01715, -442.83722, -450.23273, -460.17148, -461.2796, -462.8527, -460.77737, -463.97476, -464.1882, -465.8683, -467.6614, -474.6197, -479.98605, -482.71857, -487.24646, -489.01257, -495.19894, -493.7271, -498.55515, -502.23285]"
453,42,0.0,"algona, iowa, usa",./archive/recordings/recordings/english187.mp3,English,1,606,Usa,False,,,,True,"[-550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536, -550.05536]"
454,35,0.0,"edinburgh, scotland, uk",./archive/recordings/recordings/english188.mp3,English,0,611,Uk,False,,,,True,"[-562.75964, -532.70154, -475.7235, -439.60596, -434.10703, -431.2142, -422.84973, -426.04504, -439.13342, -443.68005, -432.66217, -441.57623, -445.2192, -451.73083, -445.63306, -436.12296, -445.71555, -455.90457, -447.638, -445.9444]"
455,19,0.0,"grand forks, north dakota, usa",./archive/recordings/recordings/english189.mp3,English,0,617,Usa,False,,,,True,"[-580.73987, -561.11, -486.95496, -450.04114, -447.72754, -451.03653, -453.4349, -451.8906, -451.36212, -443.92496, -445.1278, -449.2968, -452.22287, -455.0806, -453.069, -455.03366, -457.85065, -456.78287, -456.97293, -451.7814]"
456,53,0.0,"louisville, kentucky, usa",./archive/recordings/recordings/english19.mp3,English,0,76,Usa,False,,,,True,"[-547.78735, -547.9514, -548.02106, -548.0068, -548.01, -548.0243, -548.0295, -548.02466, -548.01556, -548.0119, -548.014, -548.0099, -548.04285, -548.0127, -548.0645, -548.01794, -548.0213, -548.06537, -548.0442, -548.0071]"
457,27,0.0,"oak park, illinois, usa",./archive/recordings/recordings/english190.mp3,English,0,618,Usa,False,,,,True,"[-421.77832, -389.47116, -381.79813, -380.5968, -380.32028, -382.7119, -375.71832, -367.94675, -362.49088, -377.77905, -379.84076, -377.50534, -380.49225, -379.9617, -379.6743, -366.6548, -351.0186, -358.67657, -379.89243, -389.485]"
458,19,0.0,"las cruces, new mexico, usa",./archive/recordings/recordings/english191.mp3,English,0,631,Usa,False,,,,True,"[-463.6883, -437.9231, -439.85895, -441.4355, -447.19617, -446.62454, -445.44986, -446.98193, -444.4753, -444.5111, -438.39627, -439.35654, -441.6721, -438.54285, -440.99225, -441.1456, -440.64923, -437.45096, -440.28143, -444.276]"
459,27,0.0,"east lansing, michigan, usa",./archive/recordings/recordings/english192.mp3,English,1,636,Usa,False,,,,True,"[-471.5617, -460.82782, -461.67114, -470.98206, -469.31317, -470.7747, -472.49286, -462.0651, -360.73993, -318.17072, -293.4841, -277.34528, -284.38983, -305.5464, -305.7052, -254.0731, -198.5277, -180.674, -177.24367, -179.32182]"
460,32,0.0,"honolulu, hawaii, usa",./archive/recordings/recordings/english193.mp3,English,0,637,Usa,False,,,,True,"[-522.8073, -513.5987, -513.2623, -516.71204, -512.0281, -513.5735, -507.2853, -507.49152, -505.2982, -501.89157, -504.18002, -503.58197, -497.47025, -499.78085, -509.02472, -508.62918, -503.59027, -504.59488, -503.20444, -498.84543]"
461,19,0.0,"manchester, england, uk",./archive/recordings/recordings/english194.mp3,English,0,638,Uk,False,,,,True,"[-542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094, -542.28094]"
462,21,0.0,"delavan, wisconsin, usa",./archive/recordings/recordings/english195.mp3,English,1,639,Usa,False,,,,True,"[-465.36295, -439.77454, -443.55847, -442.56662, -450.9337, -452.98596, -450.7728, -451.9656, -457.52985, -465.01373, -465.29526, -467.64795, -468.9659, -470.77704, -469.3353, -460.87314, -462.3657, -469.5772, -468.6092, -464.17648]"
463,50,0.0,"suva, fiji",./archive/recordings/recordings/english196.mp3,English,1,654,Fiji,False,,,,True,"[-384.4086, -353.00018, -348.94656, -348.42743, -338.19034, -338.7484, -339.77872, -330.4618, -332.45074, -335.08716, -333.82617, -349.5275, -350.66736, -353.9877, -359.01453, -359.77545, -361.5962, -356.50473, -366.09244, -368.0618]"
464,22,0.0,"iowa city, iowa, usa",./archive/recordings/recordings/english197.mp3,English,0,662,Usa,False,,,,True,"[-294.6401, -300.7361, -313.6365, -313.95108, -311.99704, -313.15094, -318.269, -320.7405, -319.79138, -317.18335, -316.5497, -319.03723, -319.1176, -318.9631, -323.525, -332.78342, -325.0262, -318.10443, -315.68927, -320.2447]"
465,56,0.0,"washington, district of columbia, usa",./archive/recordings/recordings/english198.mp3,English,0,663,Usa,False,,,,True,"[-491.36606, -473.4268, -479.49646, -481.53574, -480.10675, -477.99295, -480.48846, -483.66568, -482.99673, -477.18234, -474.31427, -469.40936, -468.37308, -479.2021, -469.09, -468.19583, -473.1737, -471.4966, -468.12735, -470.2224]"
466,25,0.0,"bay shore, new york, usa",./archive/recordings/recordings/english199.mp3,English,0,664,Usa,False,,,,True,"[-222.37964, -275.04752, -366.76508, -370.9845, -373.23187, -372.8895, -370.08374, -369.46164, -368.20154, -352.4667, -336.03262, -333.35907, -329.28955, -332.923, -334.0945, -328.76404, -331.0445, -330.84814, -327.8606, -331.5556]"
467,30,0.0,"birmingham, uk",./archive/recordings/recordings/english2.mp3,English,1,77,Uk,False,,,,True,"[-430.33032, -418.32712, -415.45496, -397.36484, -424.29608, -439.37442, -443.791, -447.32422, -455.17227, -454.34424, -448.90964, -443.309, -423.49173, -420.29065, -424.68787, -422.2769, -415.4838, -410.3497, -407.31714, -405.7559]"
468,27,0.0,"mt. holly, north carolina, usa",./archive/recordings/recordings/english20.mp3,English,1,78,Usa,False,,,,True,"[-549.4208, -562.8142, -573.0882, -573.0902, -573.1073, -573.0942, -572.8917, -572.9415, -573.0926, -573.09076, -573.09033, -573.09125, -573.09045, -573.0926, -573.06445, -573.0516, -573.07074, -573.1018, -573.107, -573.0894]"
469,22,0.0,"berkeley, california, usa",./archive/recordings/recordings/english200.mp3,English,1,667,Usa,False,,,,True,"[-606.1382, -615.7605, -622.45325, -622.4749, -622.47534, -622.47095, -622.47284, -622.4816, -621.8455, -621.73535, -622.37744, -622.4768, -622.4738, -622.47473, -622.4739, -622.4738, -622.4738, -622.4756, -622.4769, -622.4669]"
470,26,0.0,"warren, michigan, usa",./archive/recordings/recordings/english201.mp3,English,1,668,Usa,False,,,,True,"[-431.07727, -409.10165, -412.05377, -410.15802, -406.13962, -405.45953, -406.6752, -399.43652, -386.75244, -351.7188, -292.96457, -275.21402, -300.946, -331.71375, -323.25818, -324.92053, -342.0084, -354.3148, -365.27084, -370.88104]"
